-0.3235244,1.1537149,-0.66831684,-0.19747274,-0.47793022,-1.8315755,-0.538232,-0.99019575,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,1.4971912,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,1.9305155
-0.91277003,1.1537149,0.647131,-1.7129099,-0.47793022,-0.8363758,-0.538232,2.2928321,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.001096843,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,3.037044,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.3235244,1.1537149,-0.66831684,-0.19747274,-0.47793022,-0.8363758,-0.538232,-0.99019575,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,1.4971912,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,1.9305155
-0.91277003,1.1537149,0.647131,1.3179644,-0.47793022,-0.8363758,-0.538232,-0.99019575,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,-0.7286633,-1.5837938,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.001096843,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,1.9305155
-1.5020156,1.1537149,0.647131,-1.7129099,-0.47793022,-1.8315755,-0.538232,2.2928321,0.9715013,-1.0690397,1.422014,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,0.7480472,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,3.037044,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.3235244,1.1537149,0.647131,-0.19747274,-0.47793022,0.15882392,-0.538232,-0.99019575,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,-0.7286633,-1.5837938,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,0.7480472,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,1.9305155
-0.3235244,1.1537149,0.647131,-0.19747274,-0.47793022,1.1540236,-0.538232,-0.99019575,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,-0.7286633,-1.5837938,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,1.4971912,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,1.9305155
-0.3235244,1.1537149,-0.66831684,-1.7129099,-0.47793022,0.15882392,-0.538232,2.2928321,0.9715013,1.3688705,1.422014,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,0.7480472,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,3.037044,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.3235244,1.1537149,0.647131,1.3179644,-0.47793022,0.15882392,-0.538232,-0.99019575,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,-0.7286633,-1.5837938,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,1.4971912,0.9984925,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,1.9305155
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,-0.8363758,1.323097,0.65131813,0.9715013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,-0.8363758,1.323097,0.65131813,0.9715013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.3235244,1.1537149,-1.9837648,-1.7129099,-0.47793022,1.1540236,-1.4688965,0.65131813,0.9715013,1.3688705,1.422014,-2.805375,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,-0.86676526,-1.9837648,1.3179644,-0.47793022,-0.8363758,1.323097,0.65131813,0.9715013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,-0.86676526,-1.9837648,1.3179644,-0.47793022,0.15882392,1.323097,0.65131813,0.9715013,0.14991537,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,1.1540236,0.3924325,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,-0.86676526,-1.9837648,-0.19747274,2.0923557,1.1540236,1.323097,0.65131813,-0.72552013,1.3688705,1.422014,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,0.9170444,3.9066489,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
1.4442126,-0.86676526,-0.66831684,-0.19747274,2.0923557,0.15882392,-1.4688965,0.65131813,0.9715013,-1.0690397,1.422014,-2.805375,-1.0847851,1.4211293,-0.17712124,-0.40440503,-0.26558033,-0.23588435,0.9170444,3.9066489,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,1.1537149,-1.9837648,-1.7129099,-0.47793022,1.1540236,0.3924325,0.65131813,-0.72552013,-1.0690397,1.422014,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,3.9066489,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,1.1537149,-1.9837648,-0.19747274,-0.47793022,-0.8363758,1.323097,0.65131813,0.9715013,-1.0690397,1.422014,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,0.9170444,3.9066489,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-0.66831684,-1.7129099,2.0923557,0.15882392,1.323097,0.65131813,0.9715013,1.3688705,1.422014,-2.805375,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,3.9066489,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,1.1537149,-1.9837648,-1.7129099,-0.47793022,1.1540236,0.3924325,0.65131813,0.9715013,0.14991537,1.422014,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,0.9170444,3.9066489,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,0.15882392,-1.4688965,0.65131813,0.9715013,-1.0690397,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.3235244,1.1537149,-1.9837648,-1.7129099,-0.47793022,0.15882392,-1.4688965,2.2928321,-0.72552013,0.14991537,1.422014,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,1.9276074,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,2.1954062,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,-0.86676526,-1.9837648,-0.19747274,-0.47793022,1.1540236,0.3924325,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,1.1540236,1.323097,0.65131813,0.9715013,-1.0690397,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,1.1540236,0.3924325,0.65131813,-0.72552013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,-0.8363758,0.3924325,0.65131813,0.9715013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,-0.86676526,-1.9837648,-0.19747274,-0.47793022,-0.8363758,0.3924325,0.65131813,-0.72552013,-1.0690397,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.3235244,-0.86676526,-1.9837648,-0.19747274,-0.47793022,1.1540236,0.3924325,0.65131813,-0.72552013,-1.0690397,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,-0.23588435,0.9170444,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,2.1497862,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,-0.86676526,-1.9837648,-0.19747274,2.0923557,1.1540236,1.323097,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
1.4442126,-0.86676526,-0.66831684,-1.7129099,2.0923557,-1.8315755,-1.4688965,-0.99019575,0.9715013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-1.5020156,1.1537149,-1.9837648,-0.19747274,-0.47793022,1.1540236,1.323097,0.65131813,2.6685228,-1.0690397,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
1.4442126,1.1537149,-0.66831684,-1.7129099,-0.47793022,0.15882392,0.3924325,-0.99019575,0.9715013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,1.1537149,-0.66831684,-1.7129099,-0.47793022,0.15882392,0.3924325,-0.99019575,2.6685228,-1.0690397,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
1.4442126,-0.86676526,-1.9837648,-0.19747274,2.0923557,-0.8363758,-0.538232,0.65131813,-0.72552013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.91277003,1.1537149,-0.66831684,-1.7129099,-0.47793022,0.15882392,0.3924325,-0.99019575,-0.72552013,0.14991537,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
1.4442126,1.1537149,-1.9837648,-0.19747274,-0.47793022,-0.8363758,-0.538232,0.65131813,0.9715013,1.3688705,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,1.1537149,-1.9837648,-0.19747274,-0.47793022,-0.8363758,-0.538232,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-1.5020156,1.1537149,-1.9837648,-0.19747274,-0.47793022,-0.8363758,-0.538232,0.65131813,2.6685228,-1.0690397,-0.703228,0.3564585,-1.0847851,1.4211293,1.2295513,-0.40440503,-0.26558033,2.449266,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
1.4442126,-0.86676526,0.647131,-1.7129099,2.0923557,0.15882392,-0.538232,-0.99019575,0.9715013,1.3688705,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,3.765339,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.91277003,-0.86676526,0.647131,-0.19747274,2.0923557,-0.8363758,-0.538232,0.65131813,0.9715013,1.3688705,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,3.765339,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-1.5020156,-0.86676526,0.647131,-0.19747274,2.0923557,1.1540236,0.3924325,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-0.05574589,-0.7286633,-0.17712124,-0.40440503,-0.26558033,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,1.1537149,0.647131,1.3179644,-0.47793022,0.15882392,0.3924325,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-0.05574589,-0.7286633,-0.17712124,-0.40440503,3.765339,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-1.5020156,-0.86676526,0.647131,-1.7129099,2.0923557,-1.8315755,-1.4688965,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-0.05574589,-0.7286633,-0.17712124,-0.40440503,-0.26558033,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.91277003,1.1537149,0.647131,-1.7129099,-0.47793022,1.1540236,-1.4688965,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-0.05574589,-0.7286633,-0.17712124,-0.40440503,-0.26558033,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.91277003,1.1537149,0.647131,-0.19747274,-0.47793022,0.15882392,-1.4688965,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,1.1537149,0.647131,1.3179644,-0.47793022,0.15882392,-0.538232,-0.99019575,0.9715013,1.3688705,-0.703228,0.3564585,-0.05574589,-0.7286633,-0.17712124,-0.40440503,-0.26558033,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.26572123,1.1537149,0.647131,-1.7129099,-0.47793022,-0.8363758,0.3924325,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
0.8549669,1.1537149,0.647131,-0.19747274,-0.47793022,1.1540236,0.3924325,0.65131813,-0.72552013,0.14991537,-0.703228,0.3564585,-0.05574589,-0.7286633,-0.17712124,-0.40440503,-0.26558033,5.134416,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,2.2224152,3.0321662,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-1.5020156,1.1537149,0.647131,1.3179644,2.0923557,1.1540236,1.323097,0.65131813,-0.72552013,1.3688705,1.422014,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.91277003,-0.86676526,0.647131,-0.19747274,-0.47793022,0.15882392,1.323097,0.65131813,0.9715013,0.14991537,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.91277003,-0.86676526,0.647131,-0.19747274,-0.47793022,0.15882392,1.323097,0.65131813,0.9715013,-1.0690397,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,2.4727683,-0.26558033,-0.23588435,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-0.91277003,-0.86676526,0.647131,-0.19747274,-0.47793022,-0.8363758,-1.4688965,0.65131813,2.6685228,-1.0690397,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,2.4727683,-0.26558033,-0.23588435,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-1.5020156,1.1537149,0.647131,1.3179644,2.0923557,1.1540236,1.323097,0.65131813,0.9715013,0.14991537,1.422014,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-1.5020156,1.1537149,0.647131,-0.19747274,-0.47793022,0.15882392,1.323097,0.65131813,-0.72552013,1.3688705,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,2.4727683,-0.26558033,-0.23588435,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
-2.0912611,1.1537149,0.647131,1.3179644,2.0923557,1.1540236,1.323097,0.65131813,2.6685228,0.14991537,-0.703228,0.3564585,0.97329336,-0.7286633,-0.17712124,-0.40440503,-0.26558033,-0.23588435,-1.0904598,-0.25597388,-0.75024086,-0.8597374,-0.423816,-0.50460553,-0.094141535,-0.3014725,-0.17368338,-0.525007,-0.60340375,-0.44996086,-0.3297973,-0.32154715,-0.3074919,-0.24272358,-0.39495558
